время,пользователь,сессия,событие,канал,устройство,категория,выручка,количество
2024-11-20 02:31:00,11589,8656,визит,реклама,мобильный,Подарки,,
2024-11-11 11:29:00,13958,10232,визит,соцсети,десктоп,Комиксы,,
2024-10-17 09:12:00,12794,34,визит,реклама,десктоп,Настольные игры,,
2024-09-12 20:13:00,12713,6020,визит,поиск,десктоп,Книги,,
2024-10-28 08:32:00,12898,874,оформление,соцсети,десктоп,Настольные игры,,
2024-09-09 08:39:00,13943,9974,визит,поиск,мобильный,Канцелярия,,
2024-09-17 22:06:00,13614,391,визит,поиск,мобильный,Книги,,
2024-09-20 22:26:00,12536,6988,оформление,реклама,мобильный,Канцелярия,,
2024-10-13 01:12:00,13387,9808,оформление,рассылка,десктоп,Канцелярия,,
2024-09-12 23:46:00,12868,4107,визит,рассылка,десктоп,Комиксы,,
2024-10-09 17:05:00,13357,7068,покупка,рассылка,мобильный,Книги,1302.0,2.0
2024-11-28 15:21:00,11773,6399,визит,соцсети,мобильный,Подарки,,
2024-10-11 10:13:00,10339,11172,визит,поиск,десктоп,Канцелярия,,
2024-11-21 03:55:00,12411,1216,визит,реклама,мобильный,Книги,,
2024-09-10 01:01:00,11327,8858,покупка,реклама,десктоп,Книги,823.0,3.0
2024-09-19 23:43:00,12162,2318,визит,рассылка,десктоп,Книги,,
2024-11-12 11:27:00,10945,10467,оформление,реклама,мобильный,Комиксы,,
2024-11-22 03:40:00,11906,7259,просмотр,поиск,десктоп,Комиксы,,
2024-11-28 16:24:00,12214,6933,визит,реклама,мобильный,Подарки,,
2024-09-20 18:59:00,12640,4596,просмотр,соцсети,десктоп,Книги,,
2024-09-10 20:16:00,11332,7246,визит,поиск,мобильный,Комиксы,,
2024-09-04 23:47:00,10859,2991,просмотр,соцсети,десктоп,Комиксы,,
2024-11-05 03:53:00,13690,6885,просмотр,реклама,мобильный,Настольные игры,,
2024-10-29 11:48:00,10391,1144,корзина,поиск,мобильный,Канцелярия,,
2024-09-30 07:24:00,11925,7033,визит,реклама,мобильный,Книги,,
2024-09-17 04:03:00,11460,8321,визит,поиск,десктоп,Канцелярия,,
2024-10-10 19:25:00,11190,5039,просмотр,реклама,мобильный,Книги,,
2024-09-25 14:45:00,11468,10235,просмотр,поиск,мобильный,Комиксы,,
2024-11-01 06:44:00,13230,2191,корзина,рассылка,десктоп,Подарки,,
2024-09-14 07:03:00,12693,4505,покупка,реклама,мобильный,Комиксы,991.0,2.0
2024-11-18 06:08:00,12899,1158,покупка,поиск,десктоп,Канцелярия,867.0,2.0
2024-09-27 15:29:00,13796,10045,визит,поиск,мобильный,Комиксы,,
2024-11-26 00:04:00,10355,3635,просмотр,поиск,мобильный,Настольные игры,,
2024-09-02 21:23:00,13401,5895,просмотр,рассылка,мобильный,Книги,,
2024-09-22 23:05:00,10992,2822,визит,поиск,десктоп,Канцелярия,,
2024-09-10 10:13:00,11533,8675,просмотр,реклама,десктоп,Канцелярия,,
2024-10-16 08:05:00,10860,4625,просмотр,рассылка,мобильный,Книги,,
2024-09-03 01:18:00,13888,3522,визит,реклама,десктоп,Комиксы,,
2024-10-26 20:28:00,11432,5901,визит,реклама,мобильный,Канцелярия,,
2024-09-18 04:29:00,12806,4785,визит,поиск,мобильный,Комиксы,,
2024-11-18 04:58:00,12711,9476,визит,соцсети,мобильный,Подарки,,
2024-11-02 01:03:00,11149,6683,просмотр,соцсети,мобильный,Канцелярия,,
2024-10-14 08:24:00,12412,5800,визит,поиск,мобильный,Настольные игры,,
2024-09-27 06:32:00,13168,4060,визит,поиск,мобильный,Настольные игры,,
2024-09-01 11:23:00,13284,11486,визит,рассылка,мобильный,Книги,,
2024-09-26 21:26:00,13642,7430,просмотр,поиск,десктоп,Подарки,,
2024-11-05 10:40:00,13605,3158,просмотр,соцсети,мобильный,Комиксы,,
2024-10-15 06:20:00,10973,2066,корзина,рассылка,десктоп,Подарки,,
2024-10-20 14:49:00,10985,7634,оформление,поиск,мобильный,Книги,,
2024-09-29 09:43:00,11873,6704,визит,соцсети,мобильный,Канцелярия,,
2024-09-12 19:25:00,10931,7231,визит,поиск,десктоп,Настольные игры,,
2024-10-31 08:29:00,13290,6999,визит,соцсети,мобильный,Книги,,
2024-10-02 14:22:00,11044,6337,оформление,поиск,мобильный,Подарки,,
2024-10-20 21:53:00,11141,1002,оформление,поиск,десктоп,Канцелярия,,
2024-10-13 14:13:00,10289,2804,оформление,поиск,мобильный,Книги,,
2024-10-27 14:44:00,10265,7560,оформление,реклама,десктоп,Настольные игры,,
2024-11-10 06:26:00,11157,6440,визит,соцсети,десктоп,Канцелярия,,
2024-10-10 11:38:00,11591,3739,визит,поиск,мобильный,Канцелярия,,
2024-10-14 02:25:00,11063,9276,просмотр,рассылка,мобильный,Канцелярия,,
2024-09-27 23:29:00,12467,8076,визит,соцсети,десктоп,Книги,,
2024-10-10 22:42:00,13543,1185,визит,соцсети,десктоп,Книги,,
2024-09-05 02:03:00,13438,6220,визит,поиск,мобильный,Канцелярия,,
2024-10-12 16:25:00,11336,9852,просмотр,реклама,мобильный,Подарки,,
2024-09-21 03:33:00,10197,2866,визит,реклама,мобильный,Подарки,,
2024-10-24 03:10:00,11507,11812,визит,поиск,десктоп,Книги,,
2024-10-17 14:59:00,10690,4290,корзина,поиск,мобильный,Канцелярия,,
2024-10-30 18:35:00,12757,1920,оформление,поиск,мобильный,Подарки,,
2024-11-14 08:41:00,11216,657,просмотр,поиск,десктоп,Подарки,,
2024-09-08 01:45:00,11065,11516,оформление,рассылка,мобильный,Настольные игры,,
2024-10-13 00:03:00,12488,11944,корзина,реклама,мобильный,Канцелярия,,
2024-10-29 06:32:00,13098,667,оформление,поиск,десктоп,Книги,,
2024-11-01 19:44:00,13198,9403,визит,поиск,десктоп,Книги,,
2024-10-13 19:59:00,10800,8766,корзина,соцсети,мобильный,Подарки,,
2024-09-17 08:53:00,11014,5160,просмотр,реклама,десктоп,Книги,,
2024-09-25 16:14:00,11090,7532,визит,соцсети,мобильный,Книги,,
2024-11-12 12:40:00,10933,1430,визит,соцсети,мобильный,Комиксы,,
2024-09-30 06:02:00,11639,4260,визит,рассылка,мобильный,Комиксы,,
2024-10-03 05:07:00,10836,4688,оформление,поиск,десктоп,Книги,,
2024-10-22 10:41:00,14119,5476,визит,реклама,десктоп,Комиксы,,
2024-09-04 00:06:00,13990,7867,визит,реклама,десктоп,Книги,,
2024-09-05 09:49:00,12004,794,просмотр,соцсети,десктоп,Книги,,
2024-11-14 07:07:00,13305,3626,корзина,соцсети,десктоп,Книги,,
2024-09-15 22:00:00,11207,8375,просмотр,соцсети,мобильный,Настольные игры,,
2024-11-15 23:37:00,10593,833,визит,поиск,десктоп,Подарки,,
2024-10-29 07:46:00,13946,10129,просмотр,поиск,мобильный,Комиксы,,
2024-11-05 23:16:00,13603,5672,просмотр,поиск,десктоп,Книги,,
2024-09-14 04:42:00,12514,8808,просмотр,рассылка,десктоп,Канцелярия,,
2024-11-05 11:40:00,14028,6165,визит,реклама,мобильный,Канцелярия,,
2024-10-04 19:58:00,13679,9014,оформление,реклама,мобильный,Книги,,
2024-10-16 21:02:00,10287,8464,корзина,соцсети,десктоп,Книги,,
2024-09-23 16:50:00,11398,6507,визит,поиск,мобильный,Комиксы,,
2024-10-19 18:09:00,13462,5772,визит,поиск,мобильный,Комиксы,,
2024-10-15 15:58:00,10690,146,корзина,соцсети,десктоп,Канцелярия,,
2024-11-03 01:48:00,10490,5141,просмотр,соцсети,десктоп,Книги,,
2024-10-27 01:11:00,12269,11069,визит,рассылка,десктоп,Канцелярия,,
2024-09-29 12:37:00,10464,751,корзина,поиск,мобильный,Канцелярия,,
2024-10-05 15:26:00,12514,9346,визит,,мобильный,Комиксы,,
2024-11-16 18:22:00,13517,1661,корзина,поиск,десктоп,Подарки,,
2024-09-18 06:51:00,14080,1706,просмотр,рассылка,десктоп,Книги,,
2024-09-25 03:33:00,10104,9697,корзина,поиск,мобильный,Книги,,
2024-11-25 12:21:00,10569,10192,визит,реклама,десктоп,Книги,,
2024-10-11 16:00:00,10139,11599,корзина,соцсети,десктоп,Настольные игры,,
2024-10-24 12:06:00,12600,8428,корзина,поиск,мобильный,Книги,,
2024-11-18 09:57:00,11652,745,просмотр,поиск,мобильный,Комиксы,,
2024-11-10 10:19:00,13103,513,просмотр,рассылка,десктоп,Книги,,
2024-11-29 23:48:00,13879,9581,визит,поиск,десктоп,Канцелярия,,
2024-10-12 20:22:00,12365,5919,корзина,соцсети,мобильный,Книги,,
2024-10-30 14:39:00,13744,1529,оформление,реклама,десктоп,Канцелярия,,
2024-10-26 11:22:00,11668,1534,визит,реклама,мобильный,Подарки,,
2024-11-06 23:58:00,11056,4570,просмотр,соцсети,мобильный,Канцелярия,,
2024-10-21 19:42:00,10936,11144,визит,реклама,мобильный,Настольные игры,,
2024-09-23 12:18:00,12217,3249,просмотр,соцсети,десктоп,Канцелярия,,
2024-11-22 13:21:00,12375,2297,просмотр,поиск,мобильный,Комиксы,,
2024-11-14 17:07:00,12439,7617,визит,соцсети,мобильный,Комиксы,,
2024-11-26 07:05:00,14124,2152,просмотр,соцсети,мобильный,Комиксы,,
2024-09-16 03:22:00,11517,1604,визит,соцсети,десктоп,Книги,,
2024-10-21 16:14:00,11258,3833,визит,реклама,мобильный,Канцелярия,,
2024-10-01 19:21:00,14030,4524,визит,реклама,десктоп,Книги,,
2024-11-13 06:07:00,10684,2305,оформление,рассылка,мобильный,Книги,,
2024-11-15 23:47:00,12154,8664,корзина,соцсети,мобильный,Книги,,
2024-10-24 08:07:00,11920,11368,просмотр,рассылка,десктоп,Канцелярия,,
2024-11-09 07:00:00,11286,1735,просмотр,поиск,десктоп,Книги,,
2024-09-02 08:05:00,11482,9570,просмотр,поиск,десктоп,Комиксы,,
2024-11-01 00:03:00,14153,4378,визит,реклама,мобильный,Канцелярия,,
2024-09-21 09:37:00,10546,5,корзина,поиск,мобильный,Книги,,
2024-10-15 03:03:00,13991,10142,визит,поиск,десктоп,Подарки,,
2024-11-15 23:55:00,11381,9564,визит,поиск,десктоп,Комиксы,,
2024-11-24 01:18:00,10760,1791,визит,соцсети,мобильный,Книги,,
2024-11-13 07:39:00,11548,11577,визит,поиск,мобильный,Подарки,,
2024-09-17 13:35:00,10576,8791,покупка,рассылка,десктоп,Комиксы,2127.0,2.0
2024-09-06 11:26:00,10698,4606,просмотр,соцсети,десктоп,Книги,,
2024-11-02 09:06:00,11960,4211,визит,реклама,десктоп,Подарки,,
2024-09-15 13:33:00,10241,10992,визит,реклама,десктоп,Комиксы,,
2024-10-21 00:14:00,12782,6751,просмотр,рассылка,десктоп,Канцелярия,,
2024-11-27 16:28:00,13713,7668,визит,поиск,десктоп,Канцелярия,,
2024-10-24 22:24:00,12342,4712,корзина,соцсети,мобильный,Книги,,
2024-11-22 04:05:00,12776,8011,оформление,поиск,десктоп,Канцелярия,,
2024-09-09 00:24:00,13123,10542,просмотр,рассылка,мобильный,Книги,,
2024-10-05 23:35:00,13126,4740,визит,поиск,мобильный,Книги,,
2024-09-27 18:56:00,12654,5069,оформление,рассылка,десктоп,Книги,,
2024-09-17 04:21:00,14134,8111,визит,реклама,мобильный,Книги,,
2024-10-05 09:53:00,14042,8221,оформление,поиск,десктоп,Настольные игры,,
2024-11-29 22:30:00,13180,8907,визит,поиск,мобильный,Книги,,
2024-11-24 14:11:00,11212,9429,визит,поиск,десктоп,Канцелярия,,
2024-11-21 09:09:00,11604,2984,просмотр,соцсети,десктоп,Канцелярия,,
2024-10-03 03:30:00,12848,9315,корзина,,десктоп,Книги,,
2024-10-03 01:58:00,13825,8892,визит,поиск,десктоп,Настольные игры,,
2024-11-02 13:14:00,12107,9486,оформление,поиск,мобильный,Канцелярия,,
2024-10-12 01:38:00,13805,5822,визит,поиск,десктоп,Канцелярия,,
2024-10-08 05:44:00,12794,3698,корзина,соцсети,десктоп,Канцелярия,,
2024-11-19 11:16:00,10571,4344,корзина,поиск,мобильный,Книги,,
2024-10-01 03:27:00,13907,3572,визит,соцсети,мобильный,Книги,,
2024-11-11 03:44:00,11287,11639,просмотр,реклама,десктоп,Комиксы,,
2024-11-14 18:52:00,10891,9527,просмотр,соцсети,мобильный,Канцелярия,,
2024-09-20 01:47:00,13447,10849,визит,рассылка,мобильный,Книги,,
2024-11-11 02:05:00,11285,1090,покупка,поиск,десктоп,Книги,1034.0,2.0
2024-11-29 14:01:00,11364,7760,просмотр,рассылка,десктоп,Канцелярия,,
2024-10-27 01:44:00,10853,7148,корзина,,мобильный,Комиксы,,
2024-09-05 12:15:00,11131,3663,визит,поиск,десктоп,Настольные игры,,
2024-09-26 22:49:00,10647,3395,визит,соцсети,мобильный,Подарки,,
2024-09-18 12:00:00,12332,6961,просмотр,рассылка,десктоп,Канцелярия,,
2024-09-27 21:20:00,13093,60,просмотр,соцсети,мобильный,Книги,,
2024-10-09 13:46:00,12911,11748,визит,поиск,мобильный,Канцелярия,,
2024-09-25 19:26:00,13004,3175,просмотр,рассылка,десктоп,Книги,,
2024-10-20 03:38:00,12672,4051,просмотр,рассылка,мобильный,Подарки,,
2024-10-06 10:45:00,13807,3027,визит,соцсети,мобильный,Канцелярия,,
2024-09-13 19:26:00,13285,7982,визит,рассылка,десктоп,Книги,,
2024-11-12 07:44:00,10849,8659,просмотр,реклама,мобильный,Книги,,
2024-10-03 04:49:00,11785,1079,визит,реклама,мобильный,Книги,,
2024-09-27 15:52:00,13408,8685,визит,соцсети,десктоп,Канцелярия,,
2024-09-09 05:39:00,11609,11551,корзина,рассылка,мобильный,Книги,,
2024-09-22 14:30:00,13414,717,корзина,реклама,десктоп,Книги,,
2024-11-26 22:28:00,13375,10245,визит,рассылка,мобильный,Канцелярия,,
2024-09-24 12:37:00,12905,6847,просмотр,,десктоп,Книги,,
2024-10-25 19:21:00,12076,8163,просмотр,рассылка,десктоп,Комиксы,,
2024-10-12 12:11:00,12664,1581,покупка,поиск,мобильный,Комиксы,2321.0,3.0
2024-11-17 15:12:00,10137,8586,визит,соцсети,десктоп,Канцелярия,,
2024-10-16 10:05:00,10191,4817,покупка,поиск,десктоп,Канцелярия,743.0,3.0
2024-09-20 01:23:00,10650,2644,визит,рассылка,десктоп,Канцелярия,,
2024-09-14 23:04:00,11493,7104,корзина,поиск,мобильный,Канцелярия,,
2024-11-22 07:31:00,13603,458,визит,соцсети,мобильный,Книги,,
2024-10-25 11:59:00,11125,9305,визит,соцсети,мобильный,Подарки,,
2024-10-07 11:50:00,13791,11133,просмотр,поиск,мобильный,Книги,,
2024-10-08 15:05:00,12448,6164,просмотр,реклама,мобильный,Книги,,
2024-10-16 10:48:00,11232,4648,корзина,рассылка,мобильный,Канцелярия,,
2024-10-19 22:27:00,13619,3683,просмотр,поиск,мобильный,Подарки,,
2024-10-10 23:59:00,13737,8131,визит,рассылка,мобильный,Канцелярия,,
2024-10-21 18:56:00,13367,2007,визит,поиск,мобильный,Канцелярия,,
2024-10-13 02:07:00,12970,11261,просмотр,реклама,десктоп,Комиксы,,
2024-10-17 14:58:00,13272,5740,просмотр,соцсети,мобильный,Комиксы,,
2024-10-15 07:41:00,13817,2545,корзина,поиск,десктоп,Подарки,,
2024-09-24 06:45:00,12342,2161,визит,соцсети,мобильный,Комиксы,,
2024-10-06 07:24:00,10817,3677,визит,поиск,десктоп,Комиксы,,
2024-11-21 08:36:00,11422,6899,визит,поиск,мобильный,Канцелярия,,
2024-10-09 05:21:00,12752,7181,визит,поиск,мобильный,Книги,,
2024-11-13 04:42:00,12225,4618,просмотр,соцсети,мобильный,Книги,,
2024-10-16 07:03:00,13726,2844,просмотр,поиск,мобильный,Подарки,,
2024-09-21 20:29:00,13849,2170,просмотр,поиск,мобильный,Настольные игры,,
2024-10-09 13:23:00,13361,8210,визит,,мобильный,Комиксы,,
2024-10-20 00:42:00,10421,3100,визит,рассылка,десктоп,Книги,,
2024-09-10 22:27:00,10574,4860,корзина,соцсети,десктоп,Настольные игры,,
2024-09-02 18:41:00,10015,1068,просмотр,реклама,мобильный,Книги,,
2024-10-15 10:03:00,12546,4914,корзина,реклама,мобильный,Книги,,
2024-11-19 18:57:00,12987,11825,визит,поиск,мобильный,Настольные игры,,
2024-11-20 13:18:00,12320,1579,визит,соцсети,десктоп,Подарки,,
2024-11-01 11:37:00,11571,20,просмотр,реклама,мобильный,Книги,,
2024-09-29 22:50:00,10777,5231,покупка,поиск,десктоп,Книги,390.0,2.0
2024-10-05 22:47:00,11360,9780,просмотр,соцсети,десктоп,Настольные игры,,
2024-11-18 18:07:00,14130,2605,визит,,мобильный,Канцелярия,,
2024-11-12 23:39:00,11139,6197,просмотр,поиск,мобильный,Комиксы,,
2024-10-17 13:25:00,10789,1056,визит,поиск,десктоп,Книги,,
2024-10-17 23:31:00,13425,7454,просмотр,поиск,мобильный,Подарки,,
2024-10-26 23:06:00,14090,11644,визит,реклама,мобильный,Книги,,
2024-10-18 06:25:00,12353,5865,визит,реклама,мобильный,Книги,,
2024-10-12 19:02:00,12761,4733,просмотр,поиск,десктоп,Книги,,
2024-10-15 08:31:00,11583,7301,визит,реклама,мобильный,Книги,,
2024-09-24 13:56:00,12726,803,корзина,поиск,десктоп,Настольные игры,,
2024-10-27 13:22:00,11786,2476,визит,соцсети,мобильный,Настольные игры,,
2024-09-15 02:21:00,11101,2224,просмотр,поиск,мобильный,Комиксы,,
2024-11-25 05:08:00,11211,5584,визит,поиск,мобильный,Канцелярия,,
2024-09-24 11:53:00,14051,3948,покупка,рассылка,десктоп,Канцелярия,800.0,2.0
2024-09-29 22:31:00,11505,11835,просмотр,реклама,мобильный,Канцелярия,,
2024-11-19 10:56:00,14119,7035,оформление,соцсети,мобильный,Канцелярия,,
2024-10-10 12:35:00,12220,389,визит,реклама,мобильный,Канцелярия,,
2024-09-09 15:30:00,13472,8416,визит,рассылка,мобильный,Канцелярия,,
2024-11-24 07:55:00,14194,7977,корзина,поиск,десктоп,Канцелярия,,
2024-09-16 13:59:00,11350,9391,корзина,поиск,мобильный,Книги,,
2024-11-08 10:47:00,10721,3038,визит,поиск,мобильный,Настольные игры,,
2024-09-19 02:12:00,10649,4096,визит,рассылка,мобильный,Подарки,,
2024-11-05 14:33:00,11826,6132,корзина,соцсети,десктоп,Книги,,
2024-10-26 04:26:00,10646,2659,просмотр,поиск,десктоп,Книги,,
2024-10-04 16:35:00,10509,6864,визит,реклама,десктоп,Книги,,
2024-10-06 21:56:00,12872,9169,визит,реклама,десктоп,Книги,,
2024-09-23 22:59:00,11750,9702,просмотр,поиск,десктоп,Канцелярия,,
2024-10-14 15:08:00,11652,11033,визит,рассылка,мобильный,Подарки,,
2024-10-01 19:20:00,11461,7940,просмотр,поиск,мобильный,Настольные игры,,
2024-09-03 18:35:00,11484,6518,просмотр,поиск,мобильный,Книги,,
2024-10-03 04:14:00,12254,1824,оформление,поиск,мобильный,Книги,,
2024-09-19 12:00:00,11757,2105,визит,соцсети,мобильный,Настольные игры,,
2024-09-22 23:30:00,13343,6991,визит,соцсети,десктоп,Настольные игры,,
2024-10-03 10:08:00,11152,2550,просмотр,реклама,десктоп,Настольные игры,,
2024-11-28 16:26:00,11413,8109,покупка,рассылка,мобильный,Книги,1169.0,2.0
2024-09-30 00:39:00,10016,390,корзина,рассылка,мобильный,Канцелярия,,
2024-10-01 11:26:00,10716,692,визит,соцсети,мобильный,Настольные игры,,
2024-10-13 09:18:00,10723,6182,просмотр,соцсети,мобильный,Книги,,
2024-10-13 12:49:00,13226,5041,просмотр,рассылка,десктоп,Настольные игры,,
2024-10-01 12:10:00,10339,4612,покупка,рассылка,мобильный,Канцелярия,204.0,1.0
2024-11-13 22:12:00,14189,8064,визит,соцсети,мобильный,Настольные игры,,
2024-09-24 09:26:00,11746,11050,визит,реклама,десктоп,Комиксы,,
2024-10-14 15:23:00,11652,11033,оформление,рассылка,мобильный,Подарки,,
2024-10-05 08:37:00,11041,6818,корзина,реклама,мобильный,Канцелярия,,
2024-09-28 05:41:00,11118,3188,корзина,поиск,мобильный,Книги,,
2024-11-12 12:08:00,13655,5542,просмотр,поиск,мобильный,Канцелярия,,
2024-11-14 15:12:00,11507,3449,корзина,соцсети,десктоп,Книги,,
2024-09-05 10:17:00,10579,1471,визит,реклама,десктоп,Подарки,,
2024-11-25 15:32:00,10650,7217,визит,реклама,десктоп,Подарки,,
2024-09-17 10:07:00,13071,4237,визит,реклама,мобильный,Настольные игры,,
2024-09-09 11:31:00,13927,7858,корзина,,десктоп,Канцелярия,,
2024-11-22 01:22:00,11353,3921,просмотр,поиск,мобильный,Книги,,
2024-11-09 14:18:00,14148,829,визит,поиск,мобильный,Книги,,
2024-11-27 14:01:00,10865,10501,визит,реклама,мобильный,Канцелярия,,
2024-09-14 00:00:00,12951,5781,просмотр,реклама,десктоп,Канцелярия,,
2024-11-06 01:49:00,12486,10983,просмотр,реклама,десктоп,Настольные игры,,
2024-10-20 06:54:00,13874,5015,просмотр,соцсети,мобильный,Канцелярия,,
2024-09-04 00:31:00,12064,2950,просмотр,поиск,мобильный,Канцелярия,,
2024-09-05 23:44:00,11998,7609,визит,поиск,мобильный,Книги,,
2024-09-24 10:32:00,13011,5008,визит,соцсети,мобильный,Комиксы,,
2024-10-29 05:00:00,13955,10688,просмотр,реклама,десктоп,Комиксы,,
2024-09-27 17:38:00,13375,5291,просмотр,соцсети,мобильный,Книги,,
2024-10-15 20:49:00,13904,10093,корзина,рассылка,десктоп,Канцелярия,,
2024-11-03 12:41:00,13864,768,оформление,рассылка,мобильный,Канцелярия,,
2024-11-06 00:15:00,12891,4575,визит,соцсети,десктоп,Книги,,
2024-10-17 16:58:00,10833,9133,визит,поиск,мобильный,Настольные игры,,
2024-11-29 11:27:00,10931,11251,визит,рассылка,мобильный,Книги,,
2024-11-02 17:42:00,11395,3162,визит,поиск,мобильный,Книги,,
2024-11-04 03:21:00,13509,5180,визит,поиск,мобильный,Канцелярия,,
2024-11-12 06:57:00,12073,1406,покупка,рассылка,десктоп,Комиксы,2315.0,3.0
2024-11-05 16:44:00,11692,7235,просмотр,поиск,десктоп,Канцелярия,,
2024-09-26 17:14:00,13427,1812,визит,поиск,десктоп,Подарки,,
2024-11-25 02:41:00,10186,1450,визит,поиск,мобильный,Книги,,
2024-11-29 04:22:00,13412,11275,визит,поиск,мобильный,Книги,,
2024-09-27 08:29:00,12614,4641,просмотр,поиск,десктоп,Книги,,
2024-10-20 04:09:00,10749,3821,просмотр,соцсети,десктоп,Книги,,
2024-10-17 21:52:00,11840,11199,просмотр,поиск,мобильный,Подарки,,
2024-10-14 06:59:00,13633,902,визит,поиск,десктоп,Книги,,
2024-11-24 11:41:00,14133,11698,просмотр,соцсети,мобильный,Книги,,
2024-11-15 06:16:00,13506,9949,просмотр,реклама,мобильный,Настольные игры,,
2024-09-06 04:26:00,10672,4838,просмотр,реклама,десктоп,Канцелярия,,
2024-10-26 02:41:00,10009,978,визит,рассылка,мобильный,Подарки,,
2024-11-17 01:34:00,12805,5306,визит,поиск,мобильный,Подарки,,
2024-11-03 08:06:00,11293,2266,визит,реклама,мобильный,Подарки,,
2024-10-26 14:40:00,10543,9293,просмотр,соцсети,мобильный,Книги,,
2024-10-16 18:10:00,10155,4628,корзина,поиск,мобильный,Книги,,
2024-09-15 11:01:00,14065,2390,визит,соцсети,мобильный,Настольные игры,,
2024-10-05 18:02:00,12911,6227,корзина,реклама,мобильный,Книги,,
2024-10-07 06:35:00,12513,2567,визит,рассылка,десктоп,Комиксы,,
2024-11-09 00:56:00,13461,4329,корзина,соцсети,мобильный,Настольные игры,,
2024-09-03 13:43:00,10731,10238,визит,поиск,мобильный,Книги,,
2024-11-11 13:51:00,12922,7402,визит,реклама,мобильный,Комиксы,,
2024-09-08 12:54:00,14187,2662,просмотр,соцсети,мобильный,Комиксы,,
2024-11-25 22:16:00,10955,2022,оформление,рассылка,мобильный,Подарки,,
2024-09-01 03:02:00,12963,2780,просмотр,реклама,десктоп,Подарки,,
2024-11-18 15:06:00,13958,5778,корзина,рассылка,десктоп,Настольные игры,,
2024-09-23 11:31:00,13356,6343,просмотр,соцсети,мобильный,Канцелярия,,
2024-09-18 14:28:00,13387,2301,просмотр,соцсети,десктоп,Книги,,
2024-10-29 10:40:00,11889,4493,визит,поиск,мобильный,Комиксы,,
2024-11-10 17:34:00,10039,5952,визит,реклама,мобильный,Комиксы,,
2024-10-22 03:26:00,12650,6300,просмотр,рассылка,десктоп,Книги,,
2024-11-09 03:43:00,12232,821,просмотр,рассылка,десктоп,Канцелярия,,
2024-11-12 03:02:00,10643,8078,оформление,рассылка,десктоп,Подарки,,
2024-11-25 16:00:00,13318,3260,просмотр,соцсети,мобильный,Настольные игры,,
2024-11-10 18:54:00,10957,9430,визит,поиск,мобильный,Комиксы,,
2024-10-05 16:50:00,13060,3593,визит,,мобильный,Настольные игры,,
2024-09-22 23:52:00,12014,8473,визит,рассылка,десктоп,Подарки,,
2024-10-01 18:46:00,10388,5214,просмотр,соцсети,десктоп,Книги,,
2024-10-15 20:56:00,11533,3263,просмотр,соцсети,мобильный,Комиксы,,
2024-10-13 10:09:00,13364,5027,просмотр,поиск,мобильный,Комиксы,,
2024-11-03 17:26:00,13809,2371,корзина,поиск,десктоп,Канцелярия,,
2024-09-17 09:12:00,10124,5478,оформление,соцсети,мобильный,Книги,,
2024-10-03 03:48:00,13351,8884,оформление,реклама,десктоп,Канцелярия,,
2024-10-27 11:33:00,10757,5940,визит,соцсети,мобильный,Комиксы,,
2024-09-11 10:14:00,10079,2019,просмотр,поиск,десктоп,Настольные игры,,
2024-11-21 03:10:00,10022,11401,корзина,реклама,мобильный,Книги,,
2024-10-21 09:43:00,11078,2947,визит,соцсети,десктоп,Книги,,
2024-10-18 16:45:00,12997,9644,визит,реклама,десктоп,Комиксы,,
2024-09-28 02:01:00,11239,10027,просмотр,поиск,мобильный,Канцелярия,,
2024-09-25 23:56:00,13030,3417,оформление,рассылка,мобильный,Подарки,,
2024-09-23 12:59:00,10662,8279,визит,реклама,десктоп,Книги,,
2024-10-24 18:02:00,13902,7814,визит,поиск,десктоп,Книги,,
2024-11-17 21:11:00,11904,3543,визит,реклама,мобильный,Книги,,
2024-11-02 01:27:00,11769,8493,визит,соцсети,мобильный,Книги,,
2024-10-21 00:38:00,12063,7943,просмотр,соцсети,мобильный,Канцелярия,,
2024-10-23 21:48:00,10374,3071,визит,соцсети,мобильный,Подарки,,
2024-09-23 09:09:00,12989,7240,просмотр,рассылка,десктоп,Книги,,
2024-10-13 21:42:00,11049,9802,просмотр,соцсети,мобильный,Настольные игры,,
2024-10-19 08:13:00,10383,8939,корзина,реклама,десктоп,Канцелярия,,
2024-11-04 13:20:00,12340,10271,визит,поиск,мобильный,Канцелярия,,
2024-09-26 18:06:00,10545,9657,визит,поиск,мобильный,Книги,,
2024-09-01 14:38:00,12969,5296,просмотр,поиск,десктоп,Книги,,
2024-11-12 05:35:00,14142,11735,визит,поиск,мобильный,Книги,,
2024-10-19 01:35:00,12296,10348,визит,поиск,мобильный,Канцелярия,,
2024-11-15 21:27:00,13642,11547,визит,реклама,мобильный,Книги,,
2024-09-23 14:00:00,10676,8721,визит,реклама,десктоп,Подарки,,
2024-10-02 00:44:00,13186,11713,просмотр,поиск,мобильный,Книги,,
2024-10-28 02:08:00,13246,4158,покупка,поиск,десктоп,Канцелярия,290.0,1.0
2024-11-10 14:17:00,11208,10095,просмотр,рассылка,мобильный,Книги,,
2024-09-20 13:28:00,12158,8296,визит,реклама,мобильный,Книги,,
2024-10-20 14:40:00,10985,7634,визит,поиск,мобильный,Книги,,
2024-10-06 08:02:00,13244,2537,визит,реклама,десктоп,Подарки,,
2024-09-24 03:16:00,13176,10813,визит,поиск,мобильный,Книги,,
